outer_fold,loss_w_mask,train_time_sec,thr_cls_from_val_sel,val_sel_best_bacc,val_sel_best_f1m,test_pr_auc,test_roc_auc,test_bacc,test_f1_1,test_f1_macro,test_prec1,test_rec1,test_cm_TN_FP_FN_TP,test_dice_global,test_dice_pos_mean,test_miou,test_pix_specificity,test_pix_f1,test_pix_prec,test_pix_rec,hp_lr,hp_weight_decay,hp_dropout_rate,hp_dec_ch
4,1.5,330.8159658999648,0.40659400000000007,0.9763636363636363,0.957941799895305,0.9886786599585179,0.9689847189847189,0.9123931623931624,0.9287598944591029,0.8863452651486265,0.9723756906077348,0.8888888888888888,"[73, 5, 22, 176]",0.8387348523917737,0.8398259336298163,0.8508660918070641,0.9915828496412813,0.8387348518921453,0.8652356006741476,0.8138092101601192,0.0004896851255704,1.8871612203906618e-05,0.2337853276934768,256
4,2.0,330.14193709997926,0.42857200000000006,0.9647415329768271,0.9569729160265134,0.9939427607841042,0.9828412328412329,0.9467754467754468,0.9528795811518325,0.9234986141053281,0.9891304347826086,0.9191919191919192,"[76, 2, 16, 182]",0.8249664665656236,0.8517768455274177,0.8401629713807783,0.9923369564547784,0.8249664660669448,0.8715650086471685,0.7830978533127994,0.0004896851255704,1.8871612203906618e-05,0.2337853276934768,256
4,2.5,321.61155069991946,0.8041960000000001,0.963475935828877,0.9537990196078432,0.9895593270130767,0.9718984718984719,0.9094794094794094,0.9438775510204082,0.9031887755102042,0.9536082474226805,0.9343434343434344,"[69, 9, 13, 185]",0.8224233920041696,0.8645622513510964,0.8372833138728941,0.9865308037193874,0.8224233915042882,0.8055093490366302,0.8400629905189518,0.0004896851255704,1.8871612203906618e-05,0.2337853276934768,256
4,3.0,319.35204540006816,0.8781220000000001,0.9598395721925134,0.9526653752331755,0.9941859072464405,0.9838124838124839,0.9415306915306916,0.9560723514211886,0.9265210241954428,0.9788359788359788,0.9343434343434344,"[74, 4, 13, 185]",0.8601587738850349,0.8795974953006013,0.8683823287105992,0.9928029117624952,0.8601587733853533,0.885286284136237,0.8364183071413983,0.0004896851255704,1.8871612203906618e-05,0.2337853276934768,256
5,0.5,315.8930941999424,0.9160840000000001,0.9405034324942791,0.9217592592592593,0.9895795347125326,0.9715005220809533,0.9108162889257416,0.9390862944162437,0.8989549119140041,0.9585492227979274,0.9203980099502488,"[73, 8, 16, 185]",0.8137192826293069,0.8586454723604876,0.8305761761859551,0.9852058859146621,0.8137192821297731,0.7871097219153563,0.8421909566140425,0.0003450802665513,1.60400189822426e-06,0.2645550802120299,256
5,1.0,318.56348110002,0.9060940000000001,0.914187643020595,0.8935847683725442,0.9903917718451194,0.9755543271297831,0.908328726736687,0.9363867684478372,0.8950939690192402,0.9583333333333334,0.9154228855721394,"[73, 8, 17, 184]",0.7534870073271291,0.8063523781240283,0.7863628315885988,0.983415750318194,0.7534870068270112,0.7482191949870073,0.7588295213163531,0.0003450802665513,1.60400189822426e-06,0.2645550802120299,256
5,1.5,276.47354999999516,0.7422580000000001,0.8809115179252479,0.8703006210411527,0.9803480941708311,0.9508629691050918,0.8010871568085498,0.9125295508274232,0.8250591016548463,0.8693693693693694,0.9601990049751243,"[52, 29, 8, 193]",0.7251635204947373,0.805446605777266,0.7657978956382194,0.9772912813660393,0.7251635199961224,0.6870771158210013,0.7677201716479563,0.0003450802665513,1.60400189822426e-06,0.2645550802120299,256
5,2.0,316.1928294999525,0.9480520000000001,0.9042715484363082,0.884004884004884,0.9944957687027078,0.9854431545973834,0.9281370923161968,0.949238578680203,0.9157957599283368,0.9689119170984456,0.9303482587064676,"[75, 6, 14, 187]",0.8040080381854389,0.8688192984357995,0.8231951390604973,0.9851475569221347,0.8040080376856813,0.7831685909804103,0.8259868424864608,0.0003450802665513,1.60400189822426e-06,0.2645550802120299,256
5,2.5,316.5823081000708,0.9640360000000001,0.9092295957284515,0.8873316416162405,0.9967092274969567,0.9909710705730607,0.962778699097107,0.9695431472081218,0.9494774559570021,0.9896373056994818,0.9502487562189055,"[79, 2, 10, 191]",0.8472505068472896,0.8915974583791856,0.857478325227698,0.9887096896799754,0.8472505063473631,0.8322970048205476,0.8627511649278203,0.0003450802665513,1.60400189822426e-06,0.2645550802120299,256
5,3.0,316.05714400007855,0.9840160000000001,0.922482837528604,0.9132341723874904,0.9931306462131385,0.9821878263005959,0.8973650267182605,0.9458128078817734,0.9032861507763297,0.9365853658536586,0.9552238805970149,"[68, 13, 9, 192]",0.8496704440499211,0.8964621083653388,0.8595128110386604,0.9892536169431949,0.8496704435499184,0.8387780081207168,0.8608495021027212,0.0003450802665513,1.60400189822426e-06,0.2645550802120299,256
