condition,n_seeds,pr_auc_mean,pr_auc_std,roc_auc_mean,roc_auc_std,bacc_mean,bacc_std,f1_1_mean,f1_1_std,f1_macro_mean,f1_macro_std,dice_global_mean,dice_global_std
no_aug,30,0.5553785308012805,0.011043018255241885,0.5040757637752319,0.009439955834483508,0.500954064375341,0.004166453063679506,0.6707522928033917,0.020761714834813275,0.43805384575810563,0.03194180203904643,0.005715104556916319,0.0022829679848045876
aug,30,0.5639284218386028,0.009559216954955242,0.5088885570103655,0.005976868904451294,0.50200883797054,0.005883505022320765,0.6525778705807438,0.0465938910715486,0.4450283335004167,0.05072527425142354,0.004208305530659807,0.00205885958690104
