n_shots,base_seed,sample_seed,pr_auc,roc_auc,bacc,dice_global,dice_pos_mean,miou,f1_1,f1_macro,prec1,rec1,cm_TN_FP_FN_TP,pix_specificity,pix_f1,pix_prec,pix_rec
400,44,1,0.6064728986055397,0.5056734693877551,0.4889285714285714,0.22651225425018573,0.1325973418294167,0.5622521178730377,0.5417515274949084,0.4889208765294091,0.540650406504065,0.5428571428571428,"[87, 113, 112, 133]",0.999313247530602,0.2265122538404577,0.4074648269446763,0.1568542611601791
1777,44,1,0.8833702772804719,0.8336122448979592,0.6655612244897959,0.6719597321841306,0.40441786707664024,0.7522145088970194,0.7628865979381443,0.6574173249430981,0.658753709198813,0.9061224489795918,"[85, 115, 23, 222]",0.9998699985840896,0.6719597317182864,0.9243813853831643,0.5278258534256307
10,44,2,0.5606206082454666,0.5023877551020408,0.5111224489795918,0.06717368364728148,0.029634955556157735,0.5156547076243618,0.47641509433962265,0.5000101222771075,0.5642458100558659,0.4122448979591837,"[122, 78, 144, 101]",0.999431749166805,0.06717368333187025,0.17958363058562943,0.04131355932203328
25,44,2,0.5709219854305602,0.5066530612244898,0.4911734693877551,0.0076011492945672575,0.017390267186018885,0.47412723579181704,0.6372881355932203,0.46197740112994345,0.5449275362318841,0.7673469387755102,"[43, 157, 57, 188]",0.9470813828628846,0.007601149192270367,0.004015938626312257,0.0708701360706602
50,44,2,0.5660033959904551,0.5064081632653061,0.4877551020408163,0.007766937743506578,0.017848272043831496,0.4740281385823925,0.6386554621848739,0.45492095143142,0.5428571428571428,0.7755102040816326,"[40, 160, 55, 190]",0.9467933942390416,0.007766937641712546,0.0041023200515922,0.07279481976605286
100,44,2,0.5752415828608956,0.527408163265306,0.5161734693877551,0.06555007653084015,0.023387738011774788,0.5154659332637198,0.44776119402985076,0.4964215806214828,0.5732484076433121,0.3673469387755102,"[133, 67, 155, 90]",0.999944522547115,0.06555007642210252,0.6519165727168399,0.0345100262592499
200,44,2,0.5831988309396541,0.5177142857142857,0.5046428571428572,0.16297921777251867,0.05133084614947444,0.5429071874549455,0.5338983050847458,0.5037912578055308,0.5550660792951542,0.5142857142857142,"[99, 101, 119, 126]",0.9998143414471466,0.16297921752839467,0.6043461612099746,0.094190140845069
400,44,2,0.6037179242358685,0.5370204081632652,0.5201020408163265,0.20661012504145965,0.11137244750042351,0.5559769899400132,0.6292947558770343,0.510493075267894,0.564935064935065,0.710204081632653,"[66, 134, 71, 174]",0.9993252863624831,0.20661012464092865,0.386237332461573,0.14102411076629057
1777,44,2,0.896568363881757,0.8540816326530613,0.7137755102040817,0.7096608380402069,0.4139606125500737,0.7742804968269008,0.7818181818181819,0.7144385026737968,0.7049180327868853,0.8775510204081632,"[110, 90, 30, 215]",0.9998533778087314,0.7096608375640752,0.9221392619450652,0.5767635473860023
10,44,3,0.5600750407085863,0.500734693877551,0.49683673469387757,0.06726507785087248,0.029942217508437816,0.5157282704471112,0.45083932853717024,0.48334778266181977,0.5465116279069767,0.3836734693877551,"[122, 78, 151, 94]",0.9995335851066353,0.06726507756601882,0.20601055287908496,0.040194557173549174
25,44,3,0.5431368627030873,0.48830612244897953,0.49295918367346936,0.06154163572228463,0.055014498866334256,0.5107793891233192,0.6478405315614618,0.4558647102251754,0.5462184873949579,0.7959183673469388,"[38, 162, 50, 195]",0.9924596034300968,0.06154163531825348,0.04253462319468821,0.11125865361661327
50,44,3,0.5645521153999637,0.5056122448979592,0.5111734693877551,0.1110548309597182,0.044426256783154545,0.5278236877081551,0.44554455445544555,0.49231960233060346,0.5660377358490566,0.3673469387755102,"[131, 69, 155, 90]",0.999660352209503,0.11105483069168016,0.36706847480325067,0.0654243256147042
100,44,3,0.5683535892027243,0.5176938775510205,0.5137244897959183,0.06321408901572989,0.02164462600265542,0.5148338232717682,0.412532637075718,0.48437282741359866,0.572463768115942,0.3224489795918367,"[141, 59, 166, 79]",0.9999305970326255,0.063214088901353,0.5915939730371156,0.03339102411076579
200,44,3,0.6155900210412018,0.542530612244898,0.5368367346938775,0.08411681505554933,0.03464931419602336,0.5204732710558202,0.4688279301745636,0.516622554044337,0.6025641025641025,0.3836734693877551,"[138, 62, 151, 94]",0.9999075974732109,0.08411681491164494,0.5958742632611795,0.04525244688469734
400,44,3,0.6096299189256627,0.5262040816326531,0.5175,0.25144378045433335,0.10803116000428492,0.5705646347517834,0.5821782178217821,0.5170631348849171,0.5653846153846154,0.6,"[87, 113, 98, 147]",0.9998825764681445,0.25144378017811947,0.7929996832435229,0.14940916686559813
1777,44,3,0.9251611594502573,0.899469387755102,0.8139795918367347,0.7147475888223719,0.4207396643502372,0.7773546751401288,0.7953488372093023,0.8020222446916077,0.9243243243243243,0.6979591836734694,"[186, 14, 74, 171]",0.9998411143717778,0.7147475883441432,0.9173153797601301,0.5854619240868855
10,44,4,0.5602809132451467,0.5013469387755101,0.5136224489795919,0.06535820387832565,0.029033287541091343,0.5151723621677088,0.47754137115839246,0.5021539832237358,0.5674157303370787,0.4122448979591837,"[123, 77, 144, 101]",0.9994419013160779,0.0653582035667223,0.17765422292823818,0.040045356887084625
25,44,4,0.5520962283586596,0.4942142857142857,0.5083673469387755,0.07566125720080938,0.03532250853521483,0.5175324564056044,0.4908256880733945,0.5009194519662127,0.5602094240837696,0.43673469387755104,"[116, 84, 138, 107]",0.9985710176083189,0.07566125673831323,0.10886068857326642,0.05797923132012327
50,44,4,0.5649047136134613,0.5069489795918367,0.5,0.008131360533007259,0.01912816467942024,0.4739436832722057,0.6522462562396006,0.46453143261807023,0.550561797752809,0.8,"[40, 160, 49, 196]",0.9464286805224638,0.00813136043185068,0.004293196427512857,0.07671878730007047
100,44,4,0.6104068186332314,0.5418571428571429,0.5098469387755102,0.09447483589859855,0.03606830811303673,0.5233067904781474,0.5469728601252609,0.5094961624227278,0.5598290598290598,0.5346938775510204,"[97, 103, 114, 131]",0.9998813186797391,0.0944748357333733,0.5666010498686734,0.0515337789448548
200,44,4,0.5818093326595222,0.5205612244897959,0.513469387755102,0.07713908161164604,0.028258587484301108,0.5185569037187893,0.5548654244306418,0.5133049480875568,0.5630252100840336,0.5469387755102041,"[96, 104, 111, 134]",0.9998732328971324,0.07713908145609794,0.4982219061165543,0.041805920267366285
400,44,4,0.5976628304738314,0.5095510204081632,0.49831632653061225,0.18015504285157538,0.06894538962111181,0.5481020448084997,0.5130434782608696,0.49605662285136504,0.5488372093023256,0.4816326530612245,"[103, 97, 127, 118]",0.9999051717384289,0.18015504263283985,0.764265773310914,0.1021126760563365
1777,44,4,0.8992633346405373,0.8515510204081632,0.7514285714285714,0.6954208766675709,0.4117649389772999,0.7657910129261131,0.7663157894736842,0.749422954977806,0.7913043478260869,0.7428571428571429,"[152, 48, 63, 182]",0.9998381945058366,0.6954208761930776,0.9126787878787658,0.5617092384817295
10,45,0,0.5498682637578847,0.5006122448979592,0.4995408163265306,0.060767990824510704,0.03611098790199173,0.5137628411609418,0.46588235294117647,0.4888551549652119,0.55,0.40408163265306124,"[119, 81, 146, 99]",0.9990657327408072,0.06076799042933152,0.11685774946920947,0.04105991883504355
25,45,0,0.5600730577716244,0.48855102040816323,0.5092857142857143,0.006243677974119347,0.010210565523225435,0.46662254922548246,0.6655737704918033,0.4685011709601874,0.5561643835616439,0.8285714285714286,"[38, 162, 42, 203]",0.9327090839634853,0.006243677891745819,0.0032610633954450225,0.07312306039627486
50,45,0,0.5582537260050018,0.48597959183673467,0.5052040816326531,0.006819958312267575,0.011561243236064911,0.46755940575894095,0.6611842105263158,0.4653438783128033,0.5537190082644629,0.8204081632653061,"[38, 162, 44, 201]",0.9342832061529571,0.006819958228116387,0.003565648805047894,0.07810634996419076
100,45,0,0.5519470925096696,0.49973469387755104,0.4946938775510204,0.09142035955876937,0.03528800419916275,0.5224772106640256,0.35967302452316074,0.4551711202921731,0.5409836065573771,0.2693877551020408,"[144, 56, 179, 66]",0.9999084958935005,0.09142035940940672,0.6188961646397345,0.049355454762472405
200,45,0,0.5592007929228153,0.4917244897959183,0.4956122448979592,0.09780544828662467,0.04502341321536473,0.5241442265945679,0.5,0.4920091324200913,0.5458937198067633,0.46122448979591835,"[106, 94, 132, 113]",0.9997031170152897,0.09780544804248652,0.3642135642135292,0.05648722845547779
400,45,0,0.5544038780910691,0.5030612244897958,0.5063265306122449,0.13971166766562515,0.06245219658832161,0.5359591683493782,0.48735632183908045,0.4986232158645951,0.5578947368421052,0.4326530612244898,"[116, 84, 139, 106]",0.9995589654798175,0.1397116673490247,0.37019693373530244,0.08610348531869053
1777,45,0,0.8709792604877803,0.8204285714285713,0.7195918367346938,0.7150046253495375,0.43559139796665736,0.7775218355686401,0.7515151515151515,0.7200613732259302,0.744,0.7591836734693878,"[136, 64, 59, 186]",0.9998908419348091,0.7150046248756966,0.9408413672217125,0.5765994270708913
10,45,1,0.5522296267760349,0.5007142857142857,0.5051530612244898,0.0184722851171532,0.01827473046134519,0.5029619475149367,0.5066666666666667,0.5010606060606061,0.5560975609756098,0.46530612244897956,"[109, 91, 131, 114]",0.9995702406544524,0.018472284873844627,0.06944849722788936,0.010652900453568712
25,45,1,0.5515808871394456,0.4892755102040816,0.48086734693877553,0.016297788231166965,0.027827327098013218,0.4952914840141803,0.47874720357941836,0.4763939178167972,0.5297029702970297,0.43673469387755104,"[105, 95, 138, 107]",0.9851809166905646,0.016297787949839992,0.009788295467848077,0.04865421341608903
50,45,1,0.5483020521860353,0.4955612244897959,0.4853571428571429,0.0381227150702757,0.01756587456621576,0.5077596888128544,0.37037037037037035,0.4527633101851852,0.5263157894736842,0.2857142857142857,"[137, 63, 175, 70]",0.9990091771835746,0.03812271467302064,0.07276778207499274,0.02582656958701322
100,45,1,0.548570445782559,0.48146938775510206,0.5067857142857143,0.07221116793350364,0.027915169402799665,0.5170790586507288,0.32558139534883723,0.45033648522020614,0.5656565656565656,0.22857142857142856,"[157, 43, 189, 56]",0.9995725765472055,0.07221116765858215,0.23154579227909614,0.042775722129385844
200,45,1,0.5668417536072843,0.5028265306122449,0.49270408163265306,0.12353962128431031,0.042620956897735596,0.5314026409240319,0.31213872832369943,0.4373193641618497,0.5346534653465347,0.22040816326530613,"[153, 47, 191, 54]",0.99975684254861,0.12353962104397813,0.4683755647220125,0.07115361661494284
400,45,1,0.5583515035257818,0.500826530612245,0.5021428571428571,0.11692807226254769,0.05929912839617048,0.5289271717740699,0.53276955602537,0.5013967684203589,0.5526315789473685,0.5142857142857142,"[98, 102, 119, 126]",0.9984777615822547,0.1169280717857354,0.15605309690433702,0.09348889949868563
1777,45,1,0.8804551308708057,0.8283265306122449,0.7470408163265306,0.7140937607172991,0.4653022221156529,0.7769695868819781,0.7132530120481928,0.7313633481293595,0.8705882352941177,0.6040816326530613,"[178, 22, 97, 148]",0.9998940313268374,0.7140937602439634,0.9423072219912216,0.5748687037479026
10,45,2,0.5538054078180439,0.5038673469387756,0.5169387755102041,0.0571035273982552,0.03153009968144553,0.5128546135149915,0.5283842794759825,0.5141921397379913,0.568075117370892,0.49387755102040815,"[108, 92, 124, 121]",0.9992066050422221,0.05710352703199224,0.12351744330305575,0.03713595130102594
25,45,2,0.5597280167947299,0.4865102040816327,0.5088265306122449,0.006705787978126093,0.011091902608774146,0.4664872681964706,0.6666666666666666,0.46642685851318944,0.555858310626703,0.8326530612244898,"[37, 163, 41, 204]",0.9321877306694094,0.006705787896350723,0.003501237381121965,0.07913583194079614
50,45,2,0.5420485672689874,0.4823877551020408,0.47974489795918374,0.009496634889148522,0.02192651804308502,0.48196826569541523,0.576271186440678,0.47476511968273455,0.534965034965035,0.6244897959183674,"[67, 133, 92, 153]",0.9618651133339227,0.009496634753026877,0.00512128179706598,0.06520052518500738
100,45,2,0.5424679919921636,0.4829489795918367,0.5029591836734694,0.00836290341198461,0.018212845860695354,0.47311805334724344,0.6521739130434783,0.4699225729600953,0.5524079320113314,0.7959183673469388,"[42, 158, 50, 195]",0.9446424862236232,0.00836290331376799,0.004407870181113695,0.08140367629505726
200,45,2,0.5445603772454921,0.48759183673469386,0.46852040816326535,0.018415402573919097,0.032190749064024464,0.49396650942010284,0.5114345114345115,0.46843119214757356,0.5211864406779662,0.5020408163265306,"[87, 113, 122, 123]",0.9813895830682994,0.018415402334030787,0.010681408427160793,0.06673728813559222
400,45,2,0.5705563965347473,0.5007959183673469,0.49025510204081635,0.23972742924790544,0.11566204489493856,0.5666791058042185,0.5584158415841585,0.4895975311816896,0.5423076923076923,0.5755102040816327,"[81, 119, 104, 141]",0.9997268353109361,0.23972742892715243,0.6208143667767898,0.14854380520410376
1777,45,2,0.8826349961188078,0.830734693877551,0.7524489795918368,0.7433805794218147,0.4661169752782705,0.7951485920543739,0.7331786542923434,0.7413169959914876,0.8494623655913979,0.6448979591836734,"[172, 28, 87, 158]",0.9998864396753899,0.7433805789417319,0.942115265724797,0.6138845786583819
10,45,3,0.5514670624006097,0.49946938775510197,0.517704081632653,0.0458952570028838,0.030496503093412945,0.5100309562112286,0.48470588235294115,0.5068690702087286,0.5722222222222222,0.4204081632653061,"[123, 77, 142, 103]",0.999493470640703,0.04589525671723543,0.14022112085397329,0.027437932680830335
25,45,3,0.5514533096966305,0.49648979591836734,0.4942857142857143,0.04098215864051131,0.017057661408214197,0.5086361506521452,0.3209169054441261,0.44141963571651777,0.5384615384615384,0.22857142857142856,"[152, 48, 189, 56]",0.9992744806951042,0.040982158296613516,0.09725560337599366,0.025960849844831314
50,45,3,0.5423724047938375,0.47575510204081634,0.4883673469387755,0.06159454449303297,0.02953380139616475,0.5138816373459368,0.3267605633802817,0.4400157957088324,0.5272727272727272,0.23673469387755103,"[148, 52, 187, 58]",0.9988545590517282,0.0615945440648856,0.1033791624178029,0.04386488422057705
100,45,3,0.5589556819103931,0.48241836734693877,0.48132653061224495,0.008151470998339785,0.018866637257897122,0.47490730392496056,0.5805243445692884,0.4756554307116105,0.5363321799307958,0.6326530612244898,"[66, 134, 90, 155]",0.9483580380944577,0.008151470893818461,0.004312330893230183,0.07428682263069834
200,45,3,0.5515807474323073,0.5075408163265305,0.49198979591836733,0.07237899873770058,0.028887478868372854,0.5172753228080071,0.3398328690807799,0.44675259273248036,0.5350877192982456,0.24897959183673468,"[147, 53, 184, 61]",0.9998871134906072,0.07237899859288789,0.5095628415299551,0.03895619479589343
400,45,3,0.5945866706331729,0.5239387755102041,0.5063265306122449,0.2505449416679231,0.11586180511786014,0.570166110185333,0.5916030534351145,0.503451799941601,0.5555555555555556,0.6326530612244898,"[76, 124, 90, 155]",0.9996398233058847,0.25054494131740196,0.5727151612043393,0.16034554786344948
1777,45,3,0.866590864975756,0.8094081632653061,0.6827040816326531,0.7575623815356065,0.5136369510572784,0.8042408989046312,0.7486033519553073,0.6830835456660389,0.6883561643835616,0.8204081632653061,"[109, 91, 44, 201]",0.9997865802601968,0.7575623810463264,0.9020715242708255,0.6529601336834469
10,45,4,0.5529298362924073,0.5046530612244897,0.5079081632653061,0.046649509734429544,0.026264338549160653,0.5099747057325861,0.4931506849315068,0.5010001212268154,0.5595854922279793,0.44081632653061226,"[115, 85, 137, 108]",0.9989704552690912,0.046649509327863624,0.08569034986236543,0.03204822153258486
25,45,4,0.548717457705274,0.4944387755102041,0.49372448979591843,0.010253241816654511,0.021815784777305565,0.48485240699277726,0.5333333333333333,0.4934959349593496,0.5446808510638298,0.5224489795918368,"[93, 107, 117, 128]",0.967278230342025,0.010253241661816636,0.005595690540156819,0.06115719742181813
50,45,4,0.5498754609758973,0.48437755102040814,0.5088265306122449,0.007242277953872056,0.012599620466329613,0.4671832929525592,0.6666666666666666,0.46642685851318944,0.555858310626703,0.8326530612244898,"[37, 163, 41, 204]",0.9332987171995737,0.00724227787087327,0.003783972728559666,0.08414896156600495
100,45,4,0.5568318605578236,0.5028163265306123,0.4995918367346939,0.02150252582480593,0.010333612894498276,0.5039462314941927,0.5546558704453441,0.4995501574448943,0.5502008032128514,0.5591836734693878,"[88, 112, 108, 137]",0.9999934864529001,0.02150252578495278,0.8342857142847608,0.010891620911911988
200,45,4,0.5769103526944649,0.5124285714285715,0.5001020408163266,0.17916717848938502,0.06924926164198895,0.5477023545175067,0.5296610169491526,0.49928026924012653,0.5506607929515418,0.5102040816326531,"[98, 102, 120, 125]",0.9996813752442805,0.1791671781883301,0.5069512025580073,0.10881176891859469
400,45,4,0.5660362401135,0.4948163265306123,0.4951020408163265,0.13997141759000756,0.0648128300297017,0.5362243335088176,0.5274261603375527,0.49448231093800715,0.5458515283842795,0.5102040816326531,"[96, 104, 120, 125]",0.9999705767355144,0.13997141743269043,0.886047320807083,0.07598770589639418
1777,45,4,0.88259498679028,0.8301428571428571,0.7275,0.7253541279177516,0.45193439405791613,0.7838426391879094,0.7686274509803922,0.7290505675954593,0.7396226415094339,0.8,"[131, 69, 49, 196]",0.9998093552145392,0.7253541274350314,0.905267857142837,0.6050966817856199
10,46,0,0.5492190716528245,0.49228571428571427,0.4929081632653062,0.05940375820990518,0.028858189941591342,0.5137764849272878,0.4864864864864865,0.48763786207732396,0.542713567839196,0.44081632653061226,"[109, 91, 137, 108]",0.999846909182646,0.05940375805539292,0.38749101365916827,0.0321675817617565
25,46,0,0.5681670743063012,0.5153061224489796,0.5211734693877551,0.06703563942082151,0.04061826918540257,0.5148483013401514,0.5685071574642127,0.521161309405423,0.569672131147541,0.5673469387755102,"[95, 105, 106, 139]",0.9978335043925565,0.06703563892069622,0.07653276145980784,0.05963535449987974
50,46,0,0.56839546455125,0.5105204081632653,0.5176020408163265,0.005105884042364949,0.012585974101139293,0.4680602691421325,0.6936236391912908,0.4480263944944308,0.5603015075376885,0.9102040816326531,"[25, 175, 22, 223]",0.9362122043568353,0.0051058839558248865,0.0026731188610799915,0.056785629028406885
100,46,0,0.5974574338610127,0.5389387755102041,0.540765306122449,0.06580528847089538,0.03452752213775996,0.5149221194890051,0.644927536231884,0.5325229397135751,0.5798045602605864,0.726530612244898,"[71, 129, 67, 178]",0.9986734375213375,0.06580528802023418,0.10010360799609642,0.04901229410360394
200,46,0,0.5846582850527834,0.525734693877551,0.5210204081632653,0.10724335179588039,0.049727675047596426,0.5268163590944891,0.5347826086956522,0.5185540950455005,0.5720930232558139,0.5020408163265306,"[108, 92, 122, 123]",0.9997927344391809,0.10724335158118824,0.46800415081281355,0.060560396275959945
400,46,0,0.6053061219006849,0.5363775510204083,0.5180102040816327,0.20934765755665805,0.10056952408381871,0.5568564213079247,0.6433566433566433,0.5009236046971896,0.5626911314984709,0.7510204081632653,"[57, 143, 61, 184]",0.9993794161849338,0.20934765716533374,0.40621507779590793,0.1410091907376441
1777,46,0,0.8636022080934012,0.8110204081632653,0.6959693877551021,0.7329993489136494,0.44129268879793127,0.7886031964664513,0.7334669338677354,0.6966567405911568,0.7204724409448819,0.746938775510204,"[129, 71, 62, 183]",0.9998638444051056,0.7329993484337324,0.9304178145087023,0.6046938410121657
10,46,1,0.5494124999182298,0.49418367346938785,0.49081632653061225,0.05381002964368243,0.025108086412032375,0.5123083566951248,0.509719222462203,0.4890516487018275,0.5412844036697247,0.4816326530612245,"[100, 100, 127, 118]",0.9998832502833618,0.05381002951199194,0.4255083996462366,0.028721055144425446
25,46,1,0.564819414972883,0.5102755102040817,0.5135204081632654,0.0048306384546977525,0.011450541565522119,0.467685298300271,0.6895475819032761,0.4451753973773409,0.5580808080808081,0.9020408163265307,"[25, 175, 24, 221]",0.9356060851084321,0.004830638368888384,0.0025279638166478195,0.05420446407257021
50,46,1,0.5668914704618128,0.5123571428571428,0.46964285714285714,0.008725895170463448,0.02482042606313504,0.48144439462466343,0.6086956521739131,0.4472049689440994,0.5303030303030303,0.7142857142857143,"[45, 155, 70, 175]",0.9612170378579935,0.008725895036241847,0.0047000585633983315,0.060828956791596125
100,46,1,0.5700607247197387,0.5099591836734694,0.5130612244897959,0.006417009336696174,0.020364321720726553,0.4734085857921606,0.6905132192846034,0.4424226015451357,0.5577889447236181,0.9061224489795918,"[24, 176, 23, 222]",0.9462669648703292,0.006417009235728554,0.003387675559662163,0.06066483647648513
200,46,1,0.5710755241717091,0.49138775510204086,0.4738265306122449,0.1555469982590022,0.06507496943279188,0.5406434279298029,0.4732142857142857,0.46963881706528765,0.5221674876847291,0.4326530612244898,"[103, 97, 139, 106]",0.9996757601174703,0.1555469979697079,0.46450033385262524,0.09341429935545337
400,46,1,0.5784638933849752,0.5305102040816326,0.5116836734693877,0.08964128410719865,0.037253397409466864,0.521568545894598,0.6285714285714286,0.4991341991341991,0.5587301587301587,0.7183673469387755,"[61, 139, 69, 176]",0.9990264268531356,0.08964128369576797,0.16109928391716039,0.06209715922654478
1777,46,1,0.8756786956399226,0.8174489795918367,0.6542346938775511,0.7475664809220254,0.4766880619282625,0.7978032403592361,0.7482517482517482,0.6477107797862515,0.654434250764526,0.8734693877551021,"[87, 113, 31, 214]",0.9998203608630872,0.7475664804363328,0.9137997930677507,0.6325047744091574
10,46,2,0.5491360919918308,0.4908775510204082,0.4906632653061224,0.060661057044208044,0.029287930368891397,0.5141095754416797,0.4700460829493088,0.48283005901851406,0.5396825396825397,0.4163265306122449,"[113, 87, 143, 102]",0.9998426866072847,0.06066105688664969,0.38647512263483064,0.03291358319407924
25,46,2,0.5689428738605675,0.5057244897959183,0.4996938775510204,0.010436462745459098,0.02648586009617919,0.4837644539739505,0.6740506329113924,0.43780051025414585,0.5503875968992248,0.8693877551020408,"[26, 174, 32, 213]",0.9649886062338868,0.010436462599162475,0.005664428536982714,0.0662449271902592
50,46,2,0.5555574151133686,0.4906632653061225,0.5102551020408164,0.0782663054899118,0.04339041186838734,0.518382058000601,0.45098039215686275,0.49312505085021563,0.5644171779141104,0.37551020408163266,"[129, 71, 153, 92]",0.9988679904350583,0.07826630505896219,0.12971404890177754,0.05603962759608414
100,46,2,0.6103272002417482,0.5431530612244898,0.5454591836734693,0.10695290358672192,0.05282658606159444,0.5265904053156529,0.4813895781637717,0.5261157336404074,0.6139240506329114,0.39591836734693875,"[139, 61, 148, 97]",0.9994853399370819,0.10695290326610306,0.27902586369641436,0.06615540701838049
200,46,2,0.5673664065133522,0.49876530612244896,0.5032142857142857,0.10255319150129585,0.0487907426048705,0.5255124707665222,0.5622489959839357,0.503063273502172,0.5533596837944664,0.5714285714285714,"[87, 113, 105, 140]",0.9998059412174386,0.10255319129555372,0.4716242661447564,0.05753163046072962
400,46,2,0.5957343010938676,0.5096734693877552,0.4823979591836735,0.2354194719368255,0.10873453957693917,0.5652440173808299,0.6046511627906976,0.4684887233893065,0.5382165605095541,0.689795918367347,"[55, 145, 76, 169]",0.9996258977913954,0.23541947159006502,0.5469234535661527,0.14999104798280988
1777,46,2,0.8592845646573066,0.7891224489795918,0.6679591836734694,0.716150909141981,0.45192538280876315,0.7781922728809365,0.7330827067669173,0.66821733103709,0.6794425087108014,0.7959183673469388,"[108, 92, 50, 195]",0.9997708129841137,0.716150908658073,0.8874600198521918,0.600277512532815
10,46,3,0.5463656981390838,0.4901122448979592,0.4978571428571429,0.05857267070043513,0.028790089565037,0.513557305812955,0.5151515151515151,0.49589351458510333,0.5483870967741935,0.4857142857142857,"[102, 98, 126, 119]",0.9998512665210507,0.05857267054872051,0.3905761089636682,0.03166030078777704
25,46,3,0.5711299340681757,0.5177142857142858,0.5398979591836734,0.06867500236946338,0.043624225319648276,0.5151300289798368,0.5369127516778524,0.5348220643265108,0.594059405940594,0.4897959183673469,"[118, 82, 125, 120]",0.9975015380955359,0.06867500186366732,0.0727075691897287,0.06506624492718928
50,46,3,0.5649041953270589,0.5093469387755103,0.5038265306122449,0.007526657309322433,0.022840594408606973,0.47856361353996063,0.6644951140065146,0.45905915120615587,0.5528455284552846,0.8326530612244898,"[35, 165, 41, 204]",0.9560508965875123,0.007526657188790632,0.004020103571875763,0.05891919312484992
100,46,3,0.5854590663559636,0.5291326530612245,0.5241836734693878,0.09464629674800594,0.03868597406457856,0.5232999861350657,0.41379310344827586,0.49149694158768564,0.5909090909090909,0.3183673469387755,"[146, 54, 167, 78]",0.9997669946978828,0.09464629653134753,0.40882151812167666,0.05351814275483329
200,46,3,0.5744520019355052,0.514,0.5203061224489796,0.11568897077140222,0.03974191488338865,0.5291711529840708,0.421875,0.49156991106719367,0.5827338129496403,0.3306122448979592,"[142, 58, 164, 81]",0.9997483075558584,0.1156889705329443,0.4431524547803177,0.06652840773454186
400,46,3,0.5853786412860094,0.48500000000000004,0.47908163265306125,0.22073969759018586,0.10825078779337358,0.5605685483626721,0.45977011494252873,0.4716432992295061,0.5263157894736842,0.40816326530612246,"[110, 90, 145, 100]",0.9996622388921113,0.22073969726075446,0.5515596111408987,0.13798042492241377
1777,46,3,0.8522272848047894,0.8002857142857143,0.7023469387755102,0.6893989111474632,0.42681366667455556,0.7622549410597479,0.7331975560081466,0.702438377001567,0.7317073170731707,0.7346938775510204,"[134, 66, 65, 180]",0.9998261107529409,0.6893989106731495,0.9059592352355051,0.5563977082835916
10,46,4,0.5504712324909394,0.49401020408163265,0.5153571428571428,0.05551885534097687,0.026250334162775096,0.512771126299313,0.5230769230769231,0.5121131741821396,0.5666666666666667,0.4857142857142857,"[109, 91, 126, 119]",0.999903509660893,0.055518855218515864,0.47902013097247653,0.029467056576748186
25,46,4,0.5698236044168968,0.509765306122449,0.5212244897959184,0.005236203627569744,0.01307039748434082,0.46757072841153474,0.6986089644513137,0.4480699143244223,0.5621890547263682,0.9224489795918367,"[24, 176, 19, 226]",0.935157997988976,0.005236203542317797,0.0027393342139734353,0.059157913583193195
50,46,4,0.5910497302712692,0.5179285714285715,0.5039795918367347,0.0684353537273723,0.03217026479028646,0.5161870649331292,0.524731182795699,0.5023655913978495,0.5545454545454546,0.49795918367346936,"[102, 98, 123, 122]",0.9998334777993159,0.0684353535593759,0.40334781908894196,0.03738959178801567
100,46,4,0.6016860284727974,0.5311938775510204,0.5380102040816326,0.09691324250868226,0.04614492560527762,0.523946509862067,0.5684210526315789,0.5372225745085606,0.5869565217391305,0.5510204081632653,"[105, 95, 110, 135]",0.9998078279000467,0.0969132423078131,0.45909723100259714,0.0541746240152773
200,46,4,0.5784109988589774,0.5305102040816326,0.5172448979591837,0.028011000862554643,0.03338977317735049,0.49811724374660016,0.6677685950413224,0.48125271857329277,0.5611111111111111,0.8244897959183674,"[42, 158, 43, 202]",0.984731751466761,0.028011000588139177,0.016721101856967995,0.08623776557650861
400,46,4,0.5722088116660682,0.48404081632653057,0.48739795918367346,0.1640302267107805,0.07525035556481809,0.5431844793584008,0.5128205128205128,0.48626807631546964,0.5381165919282511,0.4897959183673469,"[97, 103, 125, 120]",0.9997365831710786,0.16403022643710005,0.5261797026502484,0.09715922654571352
1777,46,4,0.870963472449091,0.819673469387755,0.7061224489795919,0.7182538247340026,0.4440564136115872,0.7794866591680707,0.7595419847328244,0.7076398448254286,0.7132616487455197,0.8122448979591836,"[120, 80, 46, 199]",0.999826874410187,0.7182538242539249,0.9115487010006218,0.5925936977798909
