checkpoint,dataset,kind,n_samples,n_bonafide,n_attack,pr_auc,roc_auc,bacc,f1_1,f1_macro,prec1,rec1,cm_TN_FP_FN_TP,dice_global,dice_pos_mean,miou,pix_specificity,pix_f1,pix_prec,pix_rec
model_seg_only_seed52.pt,sidtd,templates,2222,1000,1222,0.5644033071664836,0.5091247954173486,0.5,0.7096399535423926,0.3548199767711963,0.54995499549955,1.0,"[0, 1000, 0, 1222]",0.010297838184936715,0.017825148527880724,0.4799880113389703,0.9577126732937316,0.0102978380515705,0.005546797973263379,0.07178067335973295
model_seg_only_seed53.pt,sidtd,templates,2222,1000,1222,0.5445163467765046,0.49935270049099834,0.5,0.7096399535423926,0.3548199767711963,0.54995499549955,1.0,"[0, 1000, 0, 1222]",0.0019147154466189768,0.004074743310950308,0.46532674190586293,0.9326872422327256,0.001914715357817347,0.0010040452955576537,0.020588573588129884
model_seg_only_seed54.pt,sidtd,templates,2222,1000,1222,0.5573569575949217,0.5008940261865793,0.5045973813420621,0.12691466083150985,0.3686965103701968,0.5838926174496645,0.07119476268412439,"[938, 62, 1135, 87]",0.00927197428810584,0.01816987817625513,0.4769887084129683,0.9522134341333405,0.009271974168053282,0.004953192573771351,0.07239137459811457
model_seg_only_seed55.pt,sidtd,templates,2222,1000,1222,0.5502992116873284,0.4989263502454992,0.5,0.7096399535423926,0.3548199767711963,0.54995499549955,1.0,"[0, 1000, 0, 1222]",0.0030753068757067245,0.006476390367134669,0.4700570905957518,0.9415690586241097,0.0030753067748928204,0.0016239851630304588,0.02892478242056768
model_seg_only_seed56.pt,sidtd,templates,2222,1000,1222,0.5344402765868463,0.49362888707037644,0.4885204582651391,0.3151862464183381,0.43621483495425983,0.5258126195028681,0.22504091653027825,"[752, 248, 947, 275]",0.005976898770226483,0.00971740044744255,0.46763626523429447,0.9351481262903943,0.0059768986785573314,0.0031393943082570937,0.062154597786139375
model_seg_only_seed57.pt,sidtd,templates,2222,1000,1222,0.5416215781593201,0.4964934533551555,0.5,0.7096399535423926,0.3548199767711963,0.54995499549955,1.0,"[0, 1000, 0, 1222]",0.004464621104749731,0.009410561639929354,0.47413526309606613,0.9490269947646237,0.004464620991036848,0.0023758733844413222,0.036943317066224016
model_seg_only_seed58.pt,sidtd,templates,2222,1000,1222,0.5530862420764271,0.5115478723404255,0.5,0.0,0.31036623215394166,0.0,0.0,"[1000, 0, 1222, 0]",0.0028500646699020503,0.004124322774490861,0.4594333400787475,0.920345683893473,0.0028500645938007037,0.0014837314090812076,0.03602041878221234
model_seg_only_seed59.pt,sidtd,templates,2222,1000,1222,0.5470930991546641,0.5000716039279869,0.5,0.0,0.31036623215394166,0.0,0.0,"[1000, 0, 1222, 0]",0.005962589559246562,0.014354384862258346,0.4781292959724567,0.9562667459808971,0.0059625894294128455,0.003204579940363308,0.04278742667477272
model_seg_only_seed60.pt,sidtd,templates,2222,1000,1222,0.5341013291110688,0.48221031096563016,0.5,0.0,0.31036623215394166,0.0,0.0,"[1000, 0, 1222, 0]",0.008921521632963189,0.022287693142815583,0.4749266170690809,0.9482457818706164,0.008921521520997618,0.004742637585549958,0.0750532651976972
model_seg_only_seed61.pt,sidtd,templates,2222,1000,1222,0.5542072828804789,0.5027823240589198,0.5,0.7096399535423926,0.3548199767711963,0.54995499549955,1.0,"[0, 1000, 0, 1222]",0.003984843197016183,0.006450300814207317,0.45904985179037394,0.9189593466395481,0.003984843122156293,0.002073040664640683,0.05123317833023861
model_seg_only_seed62.pt,sidtd,templates,2222,1000,1222,0.562898412061128,0.5057921440261866,0.5,0.0,0.31036623215394166,0.0,0.0,"[1000, 0, 1222, 0]",0.004741868328558748,0.007926372865992947,0.46802195407737995,0.936587322500229,0.004741868234958401,0.0024934860066810984,0.048239920690995995
model_seg_only_seed63.pt,sidtd,templates,2222,1000,1222,0.5451257366604794,0.4992107201309329,0.5,0.7096399535423926,0.3548199767711963,0.54995499549955,1.0,"[0, 1000, 0, 1222]",0.0030524879524203184,0.0062384868570892595,0.4700320215805449,0.9415308497159052,0.0030524878516642044,0.0016118801560189354,0.028727605339117116
model_seg_only_seed64.pt,sidtd,templates,2222,1000,1222,0.5525049418838095,0.4939153027823241,0.5,0.0,0.31036623215394166,0.0,0.0,"[1000, 0, 1222, 0]",0.007031645196489791,0.015577140461679797,0.4746537395879244,0.9487049006875246,0.007031645083541732,0.0037402027224830744,0.0586054103200292
model_seg_only_seed65.pt,sidtd,templates,2222,1000,1222,0.5378502226819223,0.48486415711947634,0.5,0.0,0.31036623215394166,0.0,0.0,"[1000, 0, 1222, 0]",0.0031107061080863797,0.006210469265514212,0.47157515333891953,0.9446004756514137,0.00311070600237371,0.0016474547399959974,0.027821138478559656
model_seg_only_seed66.pt,sidtd,templates,2222,1000,1222,0.5466451594702625,0.49040180032733216,0.5,0.7096399535423926,0.3548199767711963,0.54995499549955,1.0,"[0, 1000, 0, 1222]",0.005752521230944367,0.009554204324103473,0.4698722772980205,0.9397668147947268,0.005752521132959826,0.0030326956495317346,0.05576003549187451
model_seg_only_seed67.pt,sidtd,templates,2222,1000,1222,0.5456117580968773,0.5039369885433715,0.5,0.7096399535423926,0.3548199767711963,0.54995499549955,1.0,"[0, 1000, 0, 1222]",0.0033818278010146513,0.00671378301868055,0.4653940819688039,0.932035216123029,0.0033818277130481505,0.0017725209686415384,0.036726969990743534
model_seg_only_seed68.pt,sidtd,templates,2222,1000,1222,0.5549592115963166,0.5013629296235679,0.5,0.7096399535423926,0.3548199767711963,0.54995499549955,1.0,"[0, 1000, 0, 1222]",0.0022642224455417395,0.004749377980557827,0.4611739681512324,0.9241589887248446,0.002264222365908614,0.0011811040419214898,0.027292594357449112
model_seg_only_seed69.pt,sidtd,templates,2222,1000,1222,0.5461921717410273,0.4956665302782324,0.5,0.0,0.31036623215394166,0.0,0.0,"[1000, 0, 1222, 0]",0.006875803766696516,0.0168237806146937,0.4632795281163026,0.9258961352292271,0.006875803685534884,0.003589799683660095,0.08124791183993581
model_seg_only_seed70.pt,sidtd,templates,2222,1000,1222,0.5483299444715771,0.5025646481178396,0.5,0.0,0.31036623215394166,0.0,0.0,"[1000, 0, 1222, 0]",0.008084732362767072,0.013670276224822643,0.47513408788942846,0.9491105396312677,0.008084732249084027,0.004302260046661958,0.06691697201728568
model_seg_only_seed71.pt,sidtd,templates,2222,1000,1222,0.5516764605126578,0.5083293780687398,0.5,0.0,0.31036623215394166,0.0,0.0,"[1000, 0, 1222, 0]",0.003544768757081622,0.006293801952054597,0.4723484489965286,0.9459237223129171,0.00354476864909999,0.0018798809552678687,0.03099514177579862
model_unweighted_losses_seed42.pt,sidtd,templates,2222,1000,1222,0.5525587494703922,0.5066808510638298,0.5092045826513911,0.6388018112156043,0.4897759850737907,0.5560946027895695,0.7504091653027823,"[268, 732, 305, 917]",0.010816594523817386,0.020447662922551697,0.4812790576668556,0.9600403840983343,0.010816594383890016,0.005850428987429368,0.07156432628425248
model_unweighted_losses_seed43.pt,sidtd,templates,2222,1000,1222,0.5539089541087552,0.508018821603928,0.507708674304419,0.6536650975117687,0.4764924127014626,0.5547945205479452,0.795417348608838,"[220, 780, 250, 972]",0.007879607356629,0.013564415531058017,0.47434716391555226,0.9476353482182257,0.0078796072457604,0.004185996446326715,0.06698817485225393
model_unweighted_losses_seed44.pt,sidtd,templates,2222,1000,1222,0.5624557485851035,0.5132242225859247,0.5023052373158756,0.6711495357028499,0.4468541016894264,0.5512887953708574,0.8576104746317512,"[147, 853, 174, 1048]",0.007170569559301177,0.013158581364190887,0.47551336226705393,0.950361318949914,0.007170569443058029,0.0038217140248344586,0.05795363052301205
model_unweighted_losses_seed45.pt,sidtd,templates,2222,1000,1222,0.5609309719128669,0.5138629296235679,0.4974787234042553,0.6391259815636736,0.47071810629338795,0.5483304042179262,0.7659574468085106,"[229, 771, 286, 936]",0.008070026382401313,0.013883537417305643,0.47289708838723166,0.9446134789185724,0.008070026276914456,0.00427337775446011,0.07233934175717623
model_unweighted_losses_seed46.pt,sidtd,templates,2222,1000,1222,0.5861624876649805,0.515857201309329,0.5061006546644844,0.579914028917546,0.5048111258646085,0.5549738219895288,0.6072013093289689,"[405, 595, 480, 742]",0.009744502002286283,0.017122060042394992,0.47633835942629954,0.9506507203837002,0.00974450188558768,0.005194987067859903,0.07842718414696244
model_unweighted_losses_seed47.pt,sidtd,templates,2222,1000,1222,0.5561074402339882,0.5046170212765957,0.5046644844517185,0.656924609764198,0.46802964612424836,0.5528228060368922,0.809328968903437,"[200, 800, 233, 989]",0.010847737132788917,0.02151512010460775,0.48169690871765325,0.9608665100071434,0.010847736990365273,0.005876621803142427,0.070400433789579
model_unweighted_losses_seed48.pt,sidtd,templates,2222,1000,1222,0.5648284460161589,0.5206779869067103,0.5051121112929624,0.6307638155579022,0.48818290590746016,0.5534280420012353,0.7332242225859247,"[277, 723, 326, 896]",0.004448113322589081,0.0109841039281446,0.47452849887994464,0.9498263852362506,0.004448113207285762,0.002369368477951829,0.036264151563449844
model_unweighted_losses_seed49.pt,sidtd,templates,2222,1000,1222,0.5547957731580508,0.5090765139116203,0.5031153846153846,0.6427350427350428,0.47739122117002303,0.551967116852613,0.7692307692307693,"[237, 763, 282, 940]",0.005619823760390915,0.01025077674100056,0.47421069184176834,0.9485649513374549,0.005619823647638384,0.0029888876523617527,0.04692540681465889
model_unweighted_losses_seed50.pt,sidtd,templates,2222,1000,1222,0.5646971589517644,0.5188412438625204,0.5092111292962357,0.6631474760805015,0.47028569840826207,0.5555555555555556,0.8224222585924713,"[196, 804, 217, 1005]",0.006949376644561672,0.01578196833624415,0.47781138891924857,0.9551046858393557,0.006949376517689237,0.0037280573005342562,0.05112637407778622
model_unweighted_losses_seed51.pt,sidtd,templates,2222,1000,1222,0.5696121050011212,0.5116812602291326,0.5069238952536825,0.6042521447221186,0.5012185284018988,0.5551747772446881,0.662847790507365,"[351, 649, 412, 810]",0.009223837645601076,0.0178513766393046,0.47532974510704745,0.948896395168587,0.009223837532397826,0.004907008818562805,0.07669093040196719
model_unweighted_losses_seed52.pt,sidtd,templates,2222,1000,1222,0.5723612187276954,0.5223322422258593,0.5027135842880524,0.6688144329896907,0.4508251269426065,0.5515409139213603,0.8494271685761048,"[156, 844, 184, 1038]",0.008771217245284643,0.016827841018511366,0.4763128064034911,0.9511185950337886,0.008771217127555384,0.00467904235746337,0.06993213822113391
model_unweighted_losses_seed53.pt,sidtd,templates,2222,1000,1222,0.5547676735317906,0.5102094926350245,0.5072954173486088,0.6376609815523843,0.4875128586947154,0.5548152634766808,0.7495908346972177,"[265, 735, 306, 916]",0.004596165885363234,0.008106935998287186,0.46836685005498335,0.9373589156761791,0.0045961657907180485,0.00241834138897778,0.04621337846497629
model_unweighted_losses_seed54.pt,sidtd,templates,2222,1000,1222,0.5819892344803161,0.5171395253682488,0.5084378068739771,0.660702451954937,0.4713049426675106,0.5551224944320713,0.8158756137479541,"[201, 799, 225, 997]",0.008231352145273763,0.01682975082198922,0.476339467859573,0.9514599645422052,0.008231352026791148,0.004393065376217939,0.06518071827229042
model_unweighted_losses_seed55.pt,sidtd,templates,2222,1000,1222,0.5490257283247195,0.501259410801964,0.5008518821603928,0.6744849445324881,0.43887164216539065,0.5504397309881014,0.8707037643207856,"[131, 869, 158, 1064]",0.006432902136642625,0.014293912919590335,0.47726534551413236,0.9542793608238179,0.006432902011723764,0.0034468210220580456,0.0481249007268165
model_unweighted_losses_seed56.pt,sidtd,templates,2222,1000,1222,0.5496079198444593,0.5007675941080196,0.5001661211129296,0.6607843137254902,0.4553921568627451,0.5500544069640914,0.8273322422258592,"[173, 827, 211, 1011]",0.01035186800122324,0.017729293736789234,0.47694400954751237,0.9515471089291698,0.010351867882672713,0.0055250129010547275,0.08192160020155857
model_unweighted_losses_seed57.pt,sidtd,templates,2222,1000,1222,0.5707956285914484,0.529018821603928,0.5174689034369886,0.6070215175537939,0.5135386139301003,0.5634197617379118,0.6579378068739771,"[377, 623, 418, 804]",0.00674953865892112,0.013426745313885892,0.48622607770455406,0.9721480816023496,0.006749538470411966,0.0037714204417618577,0.03208783143550384
model_unweighted_losses_seed58.pt,sidtd,templates,2222,1000,1222,0.5556135392687046,0.5027279050736497,0.501879705400982,0.6076414401175606,0.49371619044205556,0.5513333333333333,0.676759410801964,"[327, 673, 395, 827]",0.002943161014351572,0.00578573861688024,0.47868775047127843,0.9589803793566861,0.002943160877005203,0.001589276675415427,0.019871068097295882
model_unweighted_losses_seed59.pt,sidtd,templates,2222,1000,1222,0.5403840317642694,0.4882495908346972,0.49143207855973814,0.6318681318681318,0.466064614236938,0.5443786982248521,0.7528641571194763,"[230, 770, 302, 920]",0.009705877357128342,0.02213532153713019,0.4872721165541324,0.9727093188107566,0.0097058771658236,0.0054340839387237334,0.04537811443938709
model_unweighted_losses_seed60.pt,sidtd,templates,2222,1000,1222,0.571042916244705,0.5040499181669394,0.49978068739770865,0.5680379746835443,0.4990503025818557,0.5497702909647779,0.5875613747954174,"[412, 588, 504, 718]",0.005439560287124771,0.011002146751384192,0.4740578420608045,0.9483533535354012,0.005439560174769501,0.002892321986598514,0.045591722944291875
model_unweighted_losses_seed61.pt,sidtd,templates,2222,1000,1222,0.5666566666053225,0.5192663666121113,0.5048109656301146,0.6906077348066298,0.4203460259193352,0.5525540275049116,0.9206219312602292,"[89, 911, 97, 1125]",0.005671748844389471,0.00915686720956194,0.4681916934839137,0.9364295105305677,0.005671748751040096,0.0029820231804351953,0.057863257694013875
model_unweighted_losses_seed62.pt,sidtd,templates,2222,1000,1222,0.584691049665875,0.5209112111292963,0.4980229132569558,0.6344494304452882,0.4749493435355077,0.5486567164179105,0.7520458265139116,"[244, 756, 303, 919]",0.004679241342642022,0.011333333303267704,0.4691938457106959,0.9389772060195715,0.0046792412457465635,0.002465293698577502,0.04589570427819483
model_unweighted_losses_seed63.pt,sidtd,templates,2222,1000,1222,0.5444501763323836,0.4985842880523732,0.4943494271685761,0.6634491634491635,0.4402575158563183,0.546659597030753,0.8436988543371522,"[145, 855, 191, 1031]",0.00822820070024166,0.01913514271786227,0.4700823823088004,0.9388603025983552,0.008228200603675953,0.004334253986169837,0.08099596334697119
model_unweighted_losses_seed64.pt,sidtd,templates,2222,1000,1222,0.5584229295200771,0.5064734042553192,0.5021227495908347,0.6688123591889282,0.44958942566776255,0.5511936339522546,0.8502454991816694,"[154, 846, 183, 1039]",0.012541408254962671,0.02241021570620539,0.47367263848875246,0.9437738008157557,0.012541408151098379,0.006634742572242571,0.11428602726520834
model_unweighted_losses_seed65.pt,sidtd,templates,2222,1000,1222,0.5571594624551749,0.49975859247135845,0.49234697217675943,0.653997378768021,0.4476883445564243,0.5453551912568306,0.8166939443535188,"[168, 832, 224, 998]",0.007137747737948338,0.01499769078497508,0.4700187736684753,0.93931848553998,0.007137747640677668,0.003761404064473361,0.06972400685738053
model_unweighted_losses_seed66.pt,sidtd,templates,2222,1000,1222,0.570467103280586,0.5123731587561374,0.5074418985270049,0.6743589743589744,0.45349368657525757,0.5542676501580611,0.8608837970540099,"[154, 846, 170, 1052]",0.005772074020376782,0.01026136668443758,0.4695767389523422,0.9391618164180205,0.005772073923267876,0.003041441464823093,0.05648301812385992
model_unweighted_losses_seed67.pt,sidtd,templates,2222,1000,1222,0.5497570406820944,0.4936812602291326,0.4977021276595745,0.6238532110091743,0.48087070488346917,0.5483870967741935,0.723404255319149,"[272, 728, 338, 884]",0.008390864527510663,0.014079325342990405,0.4757795064929682,0.9502471421653408,0.008390864411567889,0.0044712823822254995,0.0680041845358395
model_unweighted_losses_seed68.pt,sidtd,templates,2222,1000,1222,0.5547941697743908,0.5046121112929625,0.5026743044189853,0.6887864823348694,0.4184050157679393,0.5514018691588785,0.9173486088379705,"[88, 912, 101, 1121]",0.002163798608555231,0.0033272566180426177,0.46554242702341714,0.9329869112982265,0.0021637985194041752,0.0011348894056243085,0.02317104564101715
model_unweighted_losses_seed69.pt,sidtd,templates,2222,1000,1222,0.5578280310574859,0.519252045826514,0.521005728314239,0.5660222130810366,0.5209644100675923,0.5690653432588917,0.563011456628478,"[479, 521, 534, 688]",0.009408738997148133,0.02166562346640956,0.47604585220336815,0.9502405640419547,0.009408738881274324,0.0050134729663468235,0.07630205338021745
model_unweighted_losses_seed70.pt,sidtd,templates,2222,1000,1222,0.5552405389198406,0.5053985270049101,0.5016227495908346,0.6685971685971686,0.4488195423824166,0.5509013785790032,0.8502454991816694,"[153, 847, 183, 1039]",0.006603807805692427,0.01513931392525499,0.4790546693206551,0.9577899999890215,0.0066038076718875445,0.0035580346919535173,0.045868318572437804
model_unweighted_losses_seed71.pt,sidtd,templates,2222,1000,1222,0.5585698805020602,0.5047074468085107,0.5025998363338788,0.5742340926944226,0.5015532950300353,0.5521148036253777,0.5981996726677578,"[407, 593, 491, 731]",0.011139180624601598,0.020941625613987887,0.4799210242777451,0.9571301719190297,0.011139180492841932,0.005993937416174178,0.07867091692819994
