checkpoint,dataset,kind,n_samples,n_bonafide,n_attack,pr_auc,roc_auc,bacc,f1_1,f1_macro,prec1,rec1,cm_TN_FP_FN_TP,dice_global,dice_pos_mean,miou,pix_specificity,pix_f1,pix_prec,pix_rec
model_cls_only_seed63.pt,sidtd,templates,2222,1000,1222,0.5405226534954836,0.4861382978723404,0.5014762684124386,0.6312478154491437,0.4823958597144644,0.5509456985967053,0.7389525368248773,"[264, 736, 319, 903]",2.7385705756948063e-12,8.51140608584172e-09,0.4983624069930251,1.0,0.0,0.0,0.0
model_cls_only_seed64.pt,sidtd,templates,2222,1000,1222,0.5429198684552974,0.49393494271685756,0.5035572831423896,0.5889101338432122,0.5005786317111086,0.5527638190954773,0.630114566284779,"[377, 623, 452, 770]",2.7385705756948063e-12,8.51140608584172e-09,0.4983624069930251,1.0,0.0,0.0,0.0
model_cls_only_seed65.pt,sidtd,templates,2222,1000,1222,0.5447398130374259,0.4975053191489362,0.5,0.7096399535423926,0.3548199767711963,0.54995499549955,1.0,"[0, 1000, 0, 1222]",2.7385705756948063e-12,8.51140608584172e-09,0.4983624069930251,1.0,0.0,0.0,0.0
model_cls_only_seed66.pt,sidtd,templates,2222,1000,1222,0.5448819849171405,0.48315548281505727,0.49534451718494277,0.6463496316141996,0.46103489811162657,0.5470521541950113,0.7896890343698855,"[201, 799, 257, 965]",0.010915199277122903,0.007575014609166721,0.500845129520683,0.999455239595861,0.010915199024185026,0.037154263356289075,0.0063973008648405705
model_cls_only_seed67.pt,sidtd,templates,2222,1000,1222,0.5523210270050508,0.5056857610474631,0.5061006546644844,0.579914028917546,0.5048111258646085,0.5549738219895288,0.6072013093289689,"[405, 595, 480, 742]",2.7385105788588664e-12,8.510020632169585e-09,0.49836237111571285,0.9999999280095936,0.0,0.0,0.0
model_cls_only_seed68.pt,sidtd,templates,2222,1000,1222,0.5579427424728235,0.5088351063829787,0.5049590834697217,0.5521774856203779,0.5049444642032238,0.5544554455445545,0.5499181669394435,"[460, 540, 550, 672]",1.076441017771831e-05,5.992705011974005e-06,0.49833623029711727,0.9999420567216372,1.0764373420871467e-05,0.00031051079024991293,5.477141151404598e-06
model_cls_only_seed69.pt,sidtd,templates,2222,1000,1222,0.5589113168803089,0.5111669394435352,0.5065016366612112,0.5364406779661017,0.5057443313055077,0.5562390158172232,0.5180032733224222,"[495, 505, 589, 633]",0.0001859447662012963,0.00010960633135389626,0.4984067533367688,0.9999953926139895,0.0001859447604857261,0.062271062270948224,9.311139957387817e-05
model_cls_only_seed70.pt,sidtd,templates,2222,1000,1222,0.5588691059026999,0.5204378068739771,0.518088379705401,0.516331096196868,0.5134846970346042,0.5695952615992103,0.47217675941080195,"[564, 436, 645, 577]",2.7385705756948063e-12,8.51140608584172e-09,0.4983624069930251,1.0,0.0,0.0,0.0
model_cls_only_seed71.pt,sidtd,templates,2222,1000,1222,0.5505963993351289,0.4969214402618658,0.49836006546644845,0.6988095238095238,0.3826150940080829,0.54911131898971,0.9607201309328969,"[36, 964, 48, 1174]",2.432628357629373e-12,8.023385565320197e-09,0.49815645328206737,0.9995867390719778,0.0,0.0,0.0
model_multitask_seed42.pt,sidtd,templates,2222,1000,1222,0.5480178367148243,0.5042258592471359,0.4983903436988544,0.6490465038474407,0.46404215226736295,0.5489530277306168,0.7937806873977087,"[203, 797, 252, 970]",0.009584430430053779,0.01916219080304155,0.4824004220620227,0.9629535748807042,0.009584430280819616,0.0052150589599845336,0.05910383016480702
model_multitask_seed43.pt,sidtd,templates,2222,1000,1222,0.5643976095419991,0.508058510638298,0.5074337152209493,0.6452054794520548,0.4827077266026678,0.5547703180212014,0.7708674304418985,"[244, 756, 280, 942]",0.002940719196274878,0.004830591042783404,0.46670928491054303,0.9349145444179817,0.00294071910477064,0.0015444785100337953,0.03063912760095732
model_multitask_seed44.pt,sidtd,templates,2222,1000,1222,0.5456630399498951,0.5002459083469721,0.5002528641571194,0.6457065584854631,0.4702287839533641,0.5501152073732719,0.7815057283142389,"[219, 781, 267, 955]",0.006027914253103016,0.011125330574902432,0.47246485094921553,0.9448352543643329,0.006027914147137209,0.003192913540109553,0.053774571824490344
model_multitask_seed45.pt,sidtd,templates,2222,1000,1222,0.565853798539446,0.5156816693944353,0.5029844517184943,0.6625245258338783,0.4589678906225669,0.5517429193899782,0.8289689034369886,"[177, 823, 209, 1013]",0.005462558347526385,0.008503656746106307,0.46543475712696963,0.9309967905057036,0.005462558260849877,0.002860971182747151,0.06025129123602628
model_multitask_seed46.pt,sidtd,templates,2222,1000,1222,0.5583243082835596,0.5101653027823241,0.49571440261865796,0.668578712555768,0.4361270285596604,0.5474947807933194,0.8584288052373159,"[133, 867, 173, 1049]",0.0030263270600701326,0.005629192895946811,0.46562439316925375,0.9326889160096747,0.00302632697131364,0.0015869149260634324,0.032558865574524636
model_multitask_seed47.pt,sidtd,templates,2222,1000,1222,0.5505427091065926,0.5002745499181669,0.49985842880523734,0.6946035574314139,0.3978785311558134,0.5498806682577566,0.9427168576104746,"[57, 943, 70, 1152]",0.0070575204663200055,0.012193364854904435,0.46984942842195504,0.9390207152214481,0.007057520369472169,0.0037182050464378666,0.06925844985951114
