trial_number,outer_fold,pruned,time_sec,lr,weight_decay,dropout_rate,alpha,dec_ch,loss_w_mask,val_cls_prauc,val_mask_dice_global,distance_to_ideal
37,1,False,305.7577076999587,6.809989684497819e-05,1.5917535221155498e-06,0.3384483680393511,0.2,128,1.3210017323152674,0.7884628700455083,0.5846327552921724,0.4661307813538555
38,1,False,414.9776595000294,6.239290547866546e-05,4.832504161998977e-05,0.3950725208360464,0.2,256,2.493895494395449,0.7861031314406082,0.5976571431492799,0.4556661550283418
39,1,False,305.504427799955,0.00012177771602283493,1.349804784653244e-07,0.39860688957793466,0.2,128,0.630064609458975,0.857322859525483,0.6130155082140657,0.41244849775069237
40,1,False,415.1545688000042,0.00020600752555178972,2.617153770560162e-05,0.39373533867209387,0.2,256,2.1394094036564817,0.8334947385607228,0.6509490656850134,0.3867305998148157
41,1,False,414.8773442999809,0.00017501051765194832,7.660833011993736e-05,0.32644753733225074,0.2,256,2.5262847236997756,0.828167779068513,0.6798361829971645,0.36336095259132134
42,1,False,305.6816956999828,0.00039605753738938295,2.0380847879497018e-05,0.1488747637797068,0.2,128,1.1538813736730367,0.9239842827004358,0.5686252430739432,0.4380211983335759
43,1,False,305.3901621999685,0.0006503872724744321,1.3297961575880443e-07,0.18645478606353028,0.2,128,1.239547659661702,0.9455472369481461,0.5284924880041032,0.47464137753944513
44,1,False,297.91816339996876,0.0006390986538342197,1.4602389152848704e-05,0.1592566813311736,0.2,96,1.5235246117181596,0.9260512022985837,0.635932442694931,0.3715018317095687
45,1,False,305.3557584999944,0.0007463396223249954,1.4169616872851697e-07,0.34269615808625353,0.2,128,0.6987753955850863,0.9272549893349051,0.5046865818693516,0.5006268258462898
46,1,False,297.86759410001105,6.307349837871706e-05,3.220529119365974e-07,0.1521550300600197,0.2,96,2.8253529716750476,0.7884816906949139,0.5600342762103876,0.4881698815791482
47,1,False,297.38440099998843,0.0002621913214802423,1.9528327712303516e-06,0.14494751392516297,0.2,96,1.2545586819370724,0.9167583447645539,0.6393671696953809,0.37011513270853585
48,1,False,305.7601055999985,8.165992674672081e-05,1.0915626988145552e-06,0.15677620847147322,0.2,128,1.1091609178881794,0.8144521868636783,0.5563744848014617,0.48086545799718233
