pr_auc,roc_auc,f1_macro_opt,f1_binary_opt,bacc_opt,thr_opt,dice_global,dice_pos_mean,n_with_gt_mask,n_total,n_attack,n_bonafide
0.7910483705903973,0.6105250610882651,0.5895773188244874,0.7651195499296765,0.5901722391084093,0.296704,0.056100715768820156,0.10971527125706382,408,498,357,141
